id,joke,label
9823,公交车上旁边的的人一直说我臭，我裤子都没穿就跟他打起来了。,1
9824,数学课上，老师问一个学生：假如你欠理发师10个戈比，欠卖菜的八个戈比，欠面包师一个卢布，那么总和是多少？ 学生立刻回答：总和等于0。因为我家搬到别处去了。,1
9825,"一对麻雀站在树上对方,一只在哭,另一只着急地劝慰:亲爱的,你听我解释,我脚上的环是动物保护协会给我戴的,真的不是结婚戒指,我只属于你一个!",1
9826,成功不是你有多远，而是你从你开始的地方旅行的距离。,1
9827,羊举报狗肉经销商，控告对方挂着自己的头，卖的却是狗肉，损害自己的名誉。,1
9828,今天在办公室和大家一起聊天，聊到便秘的话题 我这人新陈代谢一向很好， 从来没便秘过就骄傲洋气的说了句 “我从来没有尝过便秘的滋味儿！”,1
9829,男......在和男孩们一起去周末之前留个笔记。,0
9830,他必须从他的家伙身上取下一个巨大的黑头。,0
9831,邻居问小胖：“你弟弟，叫什么名字？” 小胖：“他还没开口说话呢， 我怎么知道他叫什么名字？”,1
9832,陌生人分两种，不认识的和假装不认识的。,1
9833,顾问具有可信度，因为他们并不愚蠢到在贵公司工作。,0
9834,钱在另一个人的钱包里总是比较环保。,1
9835,9岁的明明和刚刚租了一条船去钓鱼。在湖上僻静的一角，他们发现有个地方鱼不少。 嘿，我们最好在这儿做个记号，这样我们明天又可以来这里钓鱼。明明说。,1
9836,售货员：你要什么样的鞋带？ 小汤姆：一根左边的，一根右边的。,1
9837,当你留下什么东西时，为什么称它为“转储”？,0
9838,为什么无论你使用什么颜色的泡泡浴，泡泡总是白色的？,0
9839,一女士长得很胖，她有一个习惯，一见到蚂蚁就用脚去踩。 有人问其原因，她恨恨地回答说：“这小东西，这么爱吃甜的，腰还这么细，气死我了！”,1
9840,昨天捡了一块鼠标垫，想配台电脑，大家说还缺些啥呢？,1
9841,去吹嘘：它会把皱纹拉出你的脸。,0
9842,每个成功男人的背后都是女人，她身后是他的妻子。,1
9843,小花的妈妈是医院妇科的医生，当小花问妈妈：妈妈你天天在医院里干什么？ 小花的妈妈总是回答：生孩子呗！ 小花又问：妈妈，你一共生了多少个婴儿？,1
9844,只有一个，但他会打破十个灯泡，然后才发现它们不能被推入。,0
9845,我知道你不是傻瓜，但也许有人会收养你。,0
9846,一个人走进旗舰店，要求绿色联盟杰克。,0
9847,男人是简单的事情。他们可以在整个周末生活，只有三件事：啤酒，拳击手短裤和遥控器电池。,1
9848,侵入者将被枪杀，幸存者将再次被枪杀！,1
9849,没有什么比一个好的理论更实用了。,0
9850,如果你是我的菜，对不起，最近我不想吃菜。况且，你并不是我的菜。,1
9851,当你拥有的唯一工具是锤子时，每个问题都开始看起来像钉子。,1
9852,一日晚，陪我儿看动画片，十点许，叫儿睡觉，儿立刻躺下，一眼闭，一眼睁，一本正经对我说：我睡了，我一只眼睡觉，一只眼看电视。,1
9853,女人可以通过噘嘴来摆脱超速罚单。这会让男人被捕。,1
9854,宇宙中两个最丰富的东西，氢和愚蠢。,1
9855,美丽的年轻人是大自然的行为，但美丽的老人是艺术品。,0
9856,政客对妻子说：你应该祝贺我，我被选上了！ 你不是在骗我吧？ 不，亲爱的，现在已经不需要了！,1
9857,我爸一看到电视里的人亲嘴就会说：他俩在啃骨头！,1
9858,一对新人在签署结婚证书时，新郎低声地对新娘说：这是你的长期饭票。 新娘眼睛也不眨一下地回敬道：这是你的洗衣机保证书。,1
9859,臭豆腐因为长时间不洗澡被请出了火锅澡盆。,1
9860,当我意识到我的父母是对的时候，我有一些不相信我的孩子。,1
9861,去世后被泡进福尔马林的小张可以说是身在福中不知福了。,1
9862,0岁出场亮相，10岁天天向上。20岁远大理想，30岁发奋图强。40岁基本定向，50岁处处吃香。60岁打打麻将，70岁处处闲逛。80岁拉拉家常，90岁挂在墙上！,1
9863,一天，老师对大家说：我们不能乱吃东西，因为吃熊掌会变熊，吃蛇肉会变蛇；现在你们该知道吃什么了吧。 同学异口同声地说：吃人！,1
9864,不要让你的上司知道你比他们更好。,1
9865,龙卷风期间，你在卧室或壁橱里更安全吗？,0
9866,天才与愚蠢之间的区别：愚蠢没有限制。,1
9867,钱不是问题，问题是没钱！,1
9868,甲：新搬来的邻居好可恶，昨天晚上三更半夜跑来猛按我家的门铃。 乙：的确可恶！你有没有马上报警？ 甲：没有。我当他们是疯子，继续吹我的小喇叭。,1
9869,"房东对欠了几个月租的房客说:为了表示我的慷慨大量,我把你欠的租金减掉一半好了。 房客积极响应：好吧，为了投桃报李，我自己主动减掉另一半吧。",1
9870,走进肯德基，客气的问店员：对不起，请问卖当劳怎么走？,1
9871,我老表上小学时有一年放暑假，老师要求每天要写一篇日记 ，他天天在家疯玩。 快开学了在家突击把日记全补上了，结果速度没掌握好，一口气写到8月35日。,1
9872,有天陪女友逛街，碰到个男的，女友说了一句我哥，然后我俩一阵寒暄。 过了几天我自己又碰到他了，刚要打招呼他给我来了句，哥......,1
9873,避税和逃税之间的区别是10年。,0
9874,老师：小新，最近功课写得不错！ 小新：这全是警察扫黄的功劳。 老师：扫黄和功课有什么关系？ 小新：我爸晚上没地方去，只好在家盯我写功课。,1
9875,上经济课，老师问：“投资跟投机有什么区别？” 一个大哥说：一个是普通话，一个是广东话……,1
9876,"三人行,必有电灯泡。",1
9877,组件过时的速度与组件的价格成正比。,0
9878,一日风大，自行车倒了一排，只听一同学边扶车边说：谁的奔驰压了我的宝马？,1
9879,有，当然有。老爸说，有本书你老爸我看了二十多年都还觉得恐怖。 啊？不会吧？小雪说，哪一本书？ 只见老爸认真的说：结婚证书。,1
9880,丁宝：亲爱的，你能嫁给我吗？ 女友：你猜呢？ 丁宝：能。 女友：你再猜！,1
9881,A：“我发现我妻子对我越来越不好了。” B：“表现在哪方面？” A：“最近，她给我打领带时，一次比一次打得紧。”,1
9882,你知道有人可能会喜欢上面的笑话吗？,1
9883,皇上因怀疑太子密谋篡位而将其满门抄斩。,1
9884,无论你需要哪本书，它都在底层。,0
9885,问：请问你从妈妈肚子里生出来的感觉是什么样子的？ 答：林尽水源，便得一山，山有小口，仿佛若有光。便舍船，从口入。初极狭，才通人。复行数十步，豁然开朗。,1
9886,的男人聪明得像天气，多变。有的女人傻的像天气预报，变天她都看不出来。,1
9887,某天上课，电工学，老师提问：“为什么采用高压输电？” 一同学回答：“谁敢偷电，电死他。”,1
9888,富人不是拥有最多的人，而是最需要的人。,0
9889,在发明灯泡之前，当他们有想法时，人们头上出现了什么？,1
9890,“你会喜欢我吗”“不会啊”“那我教你好了”,1
9891,每个成功的男人背后，都会有一个吃饱了没事做的女人。,1
9892,同学要去日本，大家都在送行告别，一哥们说：“老大以后再见到你，估计只能下载啦！！”,1
9893,把寂寞刻在酒瓶子上，喝进膀胱里，尿出来，让寂寞洒满一地。,1
9894,我的天啊，我再也受不了啦！妈妈向四岁的儿子诉苦：你弟弟整天地哭，我简直不知道该怎么办！ 怎么，妈妈，难道你收下他的时候，没向医院要一张使用说明书？,1
9895,很多事介于不说憋屈和说了矫情之间。,1
9896,一次死亡是一场悲剧。一百万人死亡是一个统计数据。,1
9897,5岁的约翰与妈妈在人群中失散。 他哭着向人们打听：“您没看见一位妇女吗？她身边带着一个长得非常像我的小男孩？”,1
9898,一天，小偷的妻子正在打自己的儿子。 亲爱的，小偷问妻子，你为啥打儿子呀？ 哼！妻子回答，这个小东西，他居然想长大了当警察！,1
9899,某女老师不善打扮且脾气火爆，一日穿得花枝招展进入教室，同学们皆无心听课，一直盯着老师看，老师顿时火起，怒道：看什么看，看稀有动物啊！,1
9900,所有的概括都是错误的，包括这个。,1
9901,仅仅因为一个人长大，并不意味着他必须长大。,1
9902,舍友一天到晚不停的吃，我们都说她快胖死了， 她说：“没事的，我一天都跑好几千米。” 说着举起了她的手机，让我们看神庙逃亡。,1
9903,女：要我。 男：不，我得负责。 女：我不用你负责。 男：我得对自己负责。,1
9904,一个新婚的军人写信给他的妻子：“你这周未没事的话过来好了，我需要有人陪，也缺钱用，你过来时请带300元。如果你不能来的话，请寄700元过来。”,1
9905,某班选班花，恐龙级的女生说：如果我当选班花，几年后你们就可以跟老公说，我大学时比系上的班花还漂亮，娶到我是你赚到了。 结果此女高票当选班花。,1
9906,平均每天会有12名新生儿被送到错误的父母身边。,0
9907,人生在世无非是让别人笑笑，偶尔笑笑别人。,1
9908,她：喔，船长，我很难过，昨晚有一个水手跑进我的舱房。 他：哦，夫人，你只是买了二等舱的票，难道希望我亲自跑进你舱房吗？,1
9909,我女儿是国家监狱消防员学校当月的学生。,0
9910,在你真正理解问题之前，你有信心。,0
9911,一个成功男人的定义是什么？赚钱比妻子多的人可以花钱。,1
9912,当他们拉开台阶时，飞机开始摇摆。,0
9913,如果痛苦带来智慧，我希望不那么聪明。,1
9914,冥币厂着火，附近居民纷纷争先恐后自杀。,1
9915,生活就像一个洋葱：你逐层剥离，然后你发现里面没有任何东西。,1
9916,你认识的一切都是错的，但你可以理顺。,0
9917,如果你拒绝我，亲爱的，那我就去卧轨。 你让我再想一想，反正离今天的末次火车到站时间还早着呢！,1
9918,不知道大家注意到了没有，在日本人“鸡鸡萎”的是父亲。 “啊，打死（西）我（哇）”的是自己。 “二（啊）货”的是白痴。,1
9919,爸爸：孩子，我们院里的小龙、小雨都得了奖状，你怎么没得到？ 儿子：爸爸，您不知道，老师发奖状的时候，刚发到我的位子上就发完了。,1
9920,主妇怒道：“你为何别的不拿，提着便桶做什么？你昏了吗？” 女仆答：“房子烧掉了，我们能在街道上解手吗？”,1
9921,一天我带弟弟一起去卫生间，由于就有一个所以让他先去可是他不去。 于是我就先上，进去不久弟弟便敲门唱着说说：“小兔子乖乖，把门开开。”,1
9922,在各种形式的谨慎中，爱情中的谨慎是最致命的。,0
9923,他们太年轻了，不记得航天飞机爆炸了。,0
9924,第二，在未来的岁月中，当你来到路上的岔路口时，接受它。,0
9925,如果你做了一件好事，就得一张收据，以防天堂就像国税局。,1
9926,爸爸：老师对我昨天帮你做的作业怎么说的？ 儿子：嗯，老师马上就发现是你给我帮了忙。他说，我一个人独立做，绝不可能出这么多的错误。,1
9927,蔬菜很健康。对于那些能够负担得起的人。,1
9928,爱情：一种临时的疯狂，通常可以通过婚姻来治愈。,1
9929,损人语录：“真棒呀你！你在数字和字母里排名都是第二名！”,1
9930,愤世嫉俗者：n。以某种方式看待事物的人。,0
9931,信天游版：我低头，把眉皱，又到高考的时刻。大题小题满试卷，不见我的欢颜。,1
9932,跳蚤的体长可以达到350倍。这就像一个人在足球场的长度跳跃。,1
9933,同学在考试分数下来后，吃惊的告诉我，他交了张白卷，居然考了15分，他高尚的提醒了一下老师是否搞错。 老师自信且认真的告诉他：这是卷面整洁分……,1
9934,好不容易把163网连通，再设置免费的169，连结提示输入用户名。 服务小姐告知：用户名都为GUEST。 又长一条见识：在免费的169网上用户的名字都是该死的（GUEST）。,1
9935,你有权保持沉默。你说的任何话都会被错误引用并用来对付你。,1
9936,老师布置家庭作业，让同学们用格外一词造句。 小三不会就问爸爸。爸爸想了一下说：这么写吧：‘在方格纸上写，不会把字写到格外去。,1
9937,为了避免碰到前面汽车的保险杠，我撞到了一个行人。,1
9938,离婚就像浓咖啡，既昂贵又苦涩。,1
9939,处理掠食者的有效方法是品尝可怕的东西。,0
9940,饭馆的顾客对服务员说：真见鬼，我在煎牛排里找到了一块橡胶轮胎。 没办法，先生！服务员耸耸肩膀说，这是进步的代价。 汽车代替了牛马……,1
9941,妻子：今天是圣诞节。 丈夫：怎么啦？ 妻子：让我们互赠美好的礼物，象领带啦，毛皮大衣啦……,1
9942,顾客：老板，你们这附近有钻井队吗？ 老板：你问这个干啥？ 顾客：想钻钻，看包子馅在什么地方。,1
9943,我去修理手机，老婆提醒：“别忘带上发票、保修单、充电器。” 在她的唠叨中，我把东西全都找齐才出门。到了维修部才发现，坏手机没有带。,1
9944,"有一次,我和老公吵架，他骂我：“猪！” 我骂他：“你是猪的老公！” 骂完真觉得自己是猪。",1
9945,生活是兰博基尼：它太快了，而且成本太高了。,1
9946,如果你必须使用你的自卫训练，你的攻击者的父亲将是一名律师。,1
9947,证婚人问新郎：你是否真心爱新娘？ 新郎：当然，是真心的。 新娘，你愿意永远跟随丈夫，直到死亡？ 不，我不能每天都跟着他去挨家挨户投递邮件。,1
9948,一日，用同学手机玩，不料他总遇到炸弹，但自己并不知道怎么回事。却对同学说：你这手机咋回事，怎么总白屏呢？,1
9949,如果上帝在看着我们，我们至少可以做的就是娱乐。,1
9950,午时三刻，烈日当空，监斩官下令：斩！突然死囚一阵哈哈大笑，监斩官问到：你因何发笑？ 死囚迟疑片刻道：专家果然没说错，每天笑一笑可以延长寿命5秒！,1
9951,为什么女性如此难以找到敏感，关怀和好看的男性？因为那些男人已经有了男朋友。,1
9952,现在做了什么，受到你当时做了什么的影响，并将决定你现在做什么。,0
9953,历史总是重演。这是历史的错误之一。,0
9954,中午办公室聚餐。吃完饭后大家闲聊，主任掏出一根火柴，同事小孙见了立刻拿出自己的打火机递了过去。 主任皱着眉头说：“你要我拿打火机剔牙吗？”,1
9955,这两名英国男子正在等人向英国女子介绍他们。,0
9956,小明说：益虫旁边是害虫，害虫旁边是益虫。,1
9957,加薪后，你将在月底获得比以前少的钱。,0
9958,缓解压力的方法＃10。制作一种语言并向人们询问方向。,1
9959,你不能相信你听到的一切，但你可以重复它。,0
9960,两个人之间的沉默是舒适的，真正的友谊就来了。,0
9961,医生可以埋葬他的错误，但建筑师只能建议他的顾客种植葡萄。,0
9962,同义词是您用来代替无法拼写的单词。,0
9963,在散热器维修店登录：最好的地方进行泄漏。,0
9964,千山鸟飞绝万径人踪灭原来是形容一个人的长相!,1
9965,早上吃一只活蟾蜍，剩下的时间里你不会发生更糟糕的事情。,1
9966,我不只一次对你说不要这样玩儿命的工作，要注意身体，可你总是意味深长地说：不趁天暖多滚几个粪球儿，冬天我吃什么啊？！,1
9967,所有统计数据中有42％是当场编制的。,1
9968,妈妈问5岁的小明说：“你最爱的人是爸爸还是妈妈？” 小明回答：“你们谁找个女人嫁给我，我就最爱谁。”,1
9969,bobo跳楼自杀未遂， 结果却被警察抓起来。 罪名是：随意乱丢垃圾。,1
9970,同桌女同学上课的时候抓住我的手，我怕被老师看到，她不以为然地说：怕什么，反正我又不是男的你又不是女的！,1
9971,布莱斯 - 很有趣，会让你发笑，你会在一周内杀死他。,0
9972,必须在一起工作的东西通常不能一起运送。,0
9973,中年是一个男人眨眼间眨眼的时候。,1
9974,昨晚给妈妈打电话 电话接通，我：“妈妈。” 我妈：“您所拨打的电话正在打麻将，请稍候再拨。” 我：“…… ”,1
9975,权力腐败。绝对的力量虽然很整洁。,0
9976,我们要去哪里以及为什么我在这个手提篮里？,1
9977,非常好，爱因斯坦，但下次展示你的工作。,1
9978,妻子扶着酒醉的丈夫打车回家，丈夫伸手开车门，抬脚脱鞋向车座爬去，妻疑惑的问何故，他很清醒的说到家了不脱鞋，明天你擦地板啊。,1
9979,今年初天气还冷，五岁的李茜陪妈妈上商场，李茜要妈妈买冰糕吃，妈妈说冷天气吃冰糕小肚肚会痛。 李茜说：那您帮我买一个回家后让奶奶蒸热了我再吃。,1
9980,豆腐渣工程被豆腐起诉，涉嫌侮辱豆腐。,1
9981,一个男人在关系中诚实的想法告诉你他的真名。,0
9982,乌鸦：那是你父母不了解我，其实我也有白的一面。 天鹅：哪方面？ 乌鸦：白日做梦。,1
9983,所有进步都源于变革，但所有变化都不一定是进步。,1
9984,在学点到直线的距离时，老师画了一条直线，并让我们在直线上找一点“P”， 接着又说：“这个‘P’是可以随便放的。”全班愣5秒。,1
9985,先生：我这个人从来不做后悔的事。 哼！太太语带嘲讽的说：那你干嘛每次吵架，都说后悔娶了我？,1
9986,从小山丘中建造一座山并不难 - 只需添加一点泥土。,0
9987,我们可以与异性人交谈，而不必赤身裸体。,0
9988,小明早上醒来发现桌上有一盒像麦片的东西。就把他吃了。 哥哥回家对小明说：我桌上的盒子呢，里面是我赞的垫脚皮。,1
9989,你也忘记了：如果你想念一只猫，就看看我的轮胎。...,0
9990,因忍受不住屎味，小明停止了拉屎。,1
9991,一个中年男子在买内…裤，他拿着一条内…裤很仔细地看，突然问了一句：穿起来好看吗？ 只听女售货员特气愤地说：回家问你老婆去！,1
9992,当年，我终于结束四年的大学课程。毕业离校时，我依依不舍地走出校门，全校师生痛哭流涕。其中有人忍不住高喊：总算少了一个祸害！,1
9993,有一个同学小名叫大宝，因为人们都叫他大宝所以大名反而被忽略了。 时间长了，有一个老师问其他班同学，大宝大名叫什么，只听该班同学有一个说叫“SOD密”,1
9994,当我还是个孩子的时候，我能记住任何事情......无论是否发生过。,0
9995,请记住这些 - 或者根本不读它们。,0
9996,爱你的人会爱上你的缺点 不爱你的人却无法理解你的美。,1
9997,伟人都告诫我们要做自己，但我们却都只爱上了伟人的故事，迷上了他们的经典。,1
9998,曾经有一位有抱负的兽医作为动物标本制作者在兽医学校工作过夜。,0
9999,女子无才便是德，我一定是太缺德了。,1
10000,老公：“你穿这件衣服真漂亮。” 老婆：“是我人漂亮还是衣服漂亮啊。” 老公：“人和衣服都漂亮。” 老婆：“奉承。”,1
10001,今天英语老师翻译了一英文句子，我至今没搞懂什么意思？ “他的眼睛是瞎子”,1
10002,近几十年来，许多科学家一直在研究：恐龙是怎么灭绝的？ 到了E时代终于有答案了：恐龙都是被青蛙吓死的！,1
10003,如果有钱也是一种错，那我情愿一错再错。,1
10004,人世间三大谎言： 成绩中游偏上的学生最有出息； 微胖才是最好的身材； 女孩被剩下是因为条件太优秀了。,1
10005,和朋友浴场洗澡，朋友想搓澡，没找到搓澡师傅。 就扯着嗓子喊了句：“有没有搓澡的？” 池子里一大叔答到：“小伙子，给我搓搓。”,1
10006,微软已经宣布他们将在4月1日发布所有程序的无错误更新！,0
10007,询问你旁边的人是否知道如何利用绝密的五角大楼文件。,0
10008,我没有失败。我刚刚找到了一万种不起作用的方法。,1
10009,永远慷慨; 留在床上的鸟或啮齿动物告诉他们，我在意。,0
10010,流氓会武术谁都挡不住，流氓有文化谁见都害怕。,1
10011,心里想的是“妈的”嘴上说的是“好的”。,1
10012,这很好笑！我很高兴我没有这些人主持账单！,0
10013,妻子(在船上)：如果这条船在沉下去，你首先救我还是救我们的孩子？ 丈夫：先救我自己。,1
10014,前几天我起床了，我公寓里的所有东西都被盗了，取而代之的是一个复制品。,0
10015,我发现我的妻子和另一个男人在床上，我被压碎了。所以我说，'离开我，你们两个！',0
10016,如果你不能用光彩炫耀它们，那就用胡说八道来阻止他们。,1
10017,你有没有听说过熬夜学习尿检的金发女郎？,0
10018,一个病人来到牙科医院，见了医生便说：“TMD，医生，我的牙齿为什么会生虫？” 医生：“先生，因为你嘴里不干净！”,1
10019,厂长：多蒙夸奖。 游泳者：不必谦虚。贵厂生产的救生圈一见水就撒气，我只好拼命地游，结果很快学会了游泳。,1
10020,我不喜欢我刚购买的新复印机。它说“面朝下”，但每次我这样做，都会使我的眼睛失明。,1
10021,拥抱真是个奇怪的东西，明明靠的那么近，却看不见彼此的脸。,1
10022,一日，众男生在吹嘘过去的光荣业绩。 一男生说：二年级时，我是‘三好’生。 另一位不服气地说：这算什么？幼儿园时，我是好宝宝。,1
10023,八戒应聘，老总问你有职称吗？八戒骄傲地说：净坛使者！老总：净痰屎者？哦，那就去清扫厕所吧！,1
10024,我的队友沉迷于制动液。但他说他可以随时停止。,0
10025,明月几时有，把酒问青天。青天说：滚你妈的，我这么忙，哪有时间理你，自己看天气预报去！,1
10026,广告就是告诉别人，他的钱还可以这么花。,1
10027,我不是精神分裂症！好吧，不是我所有的500个自我......,1
10028,永远不要相信与旅行社结婚的股票经纪人。,0
10029,大脑进水，小脑养鱼,1
10030,控制沟通的不是说话者，而是听众。,1
10031,素食主义者的增加导致氧气含量急剧减少。,1
10032,哥哥：“做什么事儿都要先打草稿，懂不懂？” 弟弟：“所以妈妈先生了你嘛！”,1
10033,歌剧：一个人在背后刺伤并唱歌。,1
10034,儿子：“老师说，爸爸打儿子也是犯法的。” 爸爸：“笨蛋！老师说的是国法，我打你用的是家法。”?,1
10035,同样都是自来水，装你妈的纯净啊！,1
10036,我对生活的所有要求都是对自己重要性的持续和夸大的感觉。,0
10037,在迪斯尼乐园度过糟糕的一天仍然比工作中的美好一天更好！,1
10038,不言自明的是，所需的任何备件将刚刚停产并且不再有库存。,0
10039,一头目长得超猥琐，前天见到他女儿乖巧伶俐，大家忍不住的夸。 我当时头脑一热，夸道：这姑娘真俊俏，简直就不象你生的。,1
10040,当我两岁时，我真的很焦虑，因为我在一年内将我的年龄增加了一倍。我想，“如果这种情况继续存在，到我六岁的时候，我就会九十岁。”,1
10041,在游乐场里看见一对父子，爸爸给儿子买 了一张海盗船的票。 该轮到儿子上船了， 儿子哭丧着脸对爸爸说：“我好不容易活到八岁，真的要坐吗？”,1
10042,蚊子女儿恋爱总是分手，很郁闷，蚊子妈妈教训道：早就警告过你，别亲嘴，别亲嘴，就是不听！ 蚊子女儿一肚子委屈：可这次是青蛙先生哦。,1
10043,知识经常被误认为是智力。这就像误将一杯牛奶误认为是牛。,0
10044,我喜欢快餐。这就是我从不订购蜗牛的原因。,1
10045,听说在车祸中失去左臂和腿的那个人？他现在好了。,0
10046,从前有座山，山里有座庙，庙里有两个和尚挡着道，一边晒太阳，一边卖门票。,1
10047,一天晚上，正在新闻联播 ，讲到我们城市的工作时间终于和武汉接了轨，老父忙问：什么见了鬼？,1
10048,丈夫：记着提醒我参加尼克的生日晚会，我一旦告诉你我就不去记它了。 妻子：如果是这样的话，请你一并告诉我你的存折密码以及你的情人的名单。,1
10049,我跟耶稣祈求踏实稳定的生活，他想了想说，咱们还是先谈谈世界和平的事吧。,1
10050,老公看了看老婆，然后用手一指碗里的汤说：“你看这汤，多像一碗纯净水……”,1
10051,一救生员向游客抗议：我已注意你三天了，你不能在游泳池小便。 游客：可是每个人都在游泳池小便。 救生员：没错！先生，但只有你站在跳板上……,1
10052,人可以数出苹果中的种子，但只有上帝才能算出种子中的苹果。,0
10053,公交司机一个急刹车立马就能学会钢管舞，姐刚学会。,1
10054,股市里的幸福都是相似的，不幸却是每个人的个股不同。,1
10055,一精神病人狂叫：我是总统，你们都得听我的！ 主治医生问他：谁说的？ 病人：上帝说的。 听到这儿，旁边一个病人突然跳起来：我可从来没说过！,1
10056,女邻居：“我找我丈夫已经2个钟头了。” 老处女：“小事一桩。我找丈夫已经20年了，直到现在还没结果。”,1
10057,想象一下，你是你母亲子宫里的孩子，你能发现光吗？,0
10058,为什么他们在一起建造时称公寓为“公寓”？,0
10059,小心一点开支。小泄漏会使船沉没。,0
10060,早晨懒床，遂从口袋里掏出6枚硬币：如果抛出去六个都是正面，我就去上课！思躇良久，还是算了，别冒这个险了。,1
10061,当你没有去过任何地方时，很难卷土重来。,0
10062,妈妈：瞧你这手，多脏呀！你什么时侯看到过我的手像你这样脏？ 女儿：没有，妈妈。我从来没有看到过你像我这么大的时侯。,1
10063,我甚至有无聊的梦......我在睡梦中睡着了！,1
10064,你是文盲吗？写信给我们获取免费书籍。,1
10065,奶牛有能力生产两种牛奶 - 含有健康钙的营养白色液体，以及含有致命神经毒素的更美味的混合物。农民说大多数牛奶属于前者。,0
10066,妻子躬着身体当山洞，儿子在下面当车爬来爬去玩的不亦乐乎，丈夫笑着说：“这山洞真好，还有钟乳石。”,1
10067,我很孤单，我自己的舌头开始在我的嘴里感觉良好。,1
10068,心情不好的時候去超市捏方便面。,1
10069,有些人只是活着，因为拍摄它们是违法的。,0
10070,如果你不喜欢我开车的方式，你就来拿这些手铐吧！,1
10071,某女上大学不久，就写信给妈妈叫寄钱。 理由是：“新交男友，约会6次，所有衣服都穿过了，要再买一件。” 妈妈回信：“还是换男友吧，从头开始！”,1
10072,这世上本来有草坪，走的人多了，也便没了草。,1
10073,我的邻居有一个圆形车道，他无法出去。,1
10074,妈妈看见汤姆放学一回家就拿着游泳衣往外跑。 妈妈：“你肚子痛才好，今天别去游泳啦！” 汤姆：“没有关系，我可以躺着仰游。”,1
10075,于是我努力学习考上了北大医学院，但是现在每当我面对肠阻梗的病人，我真心觉得我好好学习和不好好学习一样。,1
10076,这个夏天你黑了，成熟了，思考了很多事，宅在家里或是四处漂泊，或许还遇见或失去了某个人——唯独，没有变瘦。,1
10077,答：“首先，在1块钱硬币上打两个眼儿……” “……啊？好吧，打好了。然后呢？” “……于是你得到了一个价值4块钱的纽扣。”,1
10078,好戏在后台。,1
10079,我担心的事情可能都是虚构的; 所以我最害怕的是我的想象力。,1
10080,满怀激情的下班回家，洗完澡躺床上等待女友回家，心里美滋滋， 半小时后，快递员来电：大哥，很抱歉，我把您的货送错了，明天拿回给您。,1
10081,王老汉还是想不明白他的父母为什么要给他取名为“王老汉还是”。,1
10082,一位年轻妇女在路上见到一个男孩抽烟，她就用警告的语气问孩子：“你爸爸知道你抽烟吗？” 男孩立刻回答：“你在半路上和陌生男人讲话，你丈夫知道吗？”,1
10083,儿子和妈妈在吃鱼。 妈妈：“慢点吃，别让鱼刺扎卡到你，那样你会疼哭的。” 儿子：“鱼身上有这么多刺儿，它怎么没哭呢？”,1
10084,如果你不能成为明星，你就不必成为一个云。-JJ,1
10085,有一天公园里，来了一个白人妈妈还有一个黑人妈妈。 她们都各自坐在不远处哺喂母乳。 忽然间白人小孩抬头跟白人妈妈说：“妈妈我也要喝巧克力口味的……”,1
10086,如果你扔东西，第二天就需要它。,1
10087,医生：喂！快醒醒！ 病人：什么事？ 医生：时间到了，该服安眠药了。 病人：啊，我差点忘了！,1
10088,包子和米饭结婚。 众不解，问原因。 包子：那天去电饭锅洗桑拿，碰到刚出浴的米饭，皮肤那个白，那个好，结果就粘住了。,1
10089,问：学木工，买块地，买木材，自己造一个木头房子，可行性高吗？ 回复：费劲，直接住树上不就得了。,1
10090,仁慈包括爱的人比他们应得的更多。,0
10091,看上去很好的人可能很坏，但看上去很坏的人可能只是蠢而已。,1
10092,一切都来到等待的人身上，包括死亡。,1
10093,你有多爱我？ 一毛钱之多。 只有这么一点么？ 一毛钱不就是‘十分’吗？,1
10094,这是狗吃狗的世界。他们缺少餐巾纸。,0
10095,猛扑在死公鸡上的女人在跛行的公鸡上下来。,0
10096,除非纸张同时具有水平和垂直线，否则您无法书写。,0
10097,所有的男人生来平等，结婚的除外。,1
10098,岁寒三友——火锅、白菜、热被窝。,1
10099,父母忽悠孩子叫教育；孩子忽悠父母叫欺骗；互相忽悠叫代沟。,1
10100,小时候难过会哭，长大后难过会笑。,1
10101,经理：顾客反映你们今天又扎堆聊天。 店员：这不是事实，我们五个一直是站成一排说话的。,1
10102,着名的遗言：这是安全的做法......,1
10103,金钱谈判......但我所说的都是再见。,0
10104,一位先生与儿子喜欢玩电脑，常与电脑爱好者交流，一个黑人朋友是他家的常客。 黑人朋友来了，他的儿子说：“爸爸，黑客来了。”,1
10105,如果我有任何谦卑，我会很完美。,0
10106,在瑞士餐厅的菜单上：我们的葡萄酒让您无所畏惧。,1
10107,我的婚姻原本是浪漫之间的休息时期。,0
10108,三月八日早上起床，女儿跑过来说：爸爸，节日快乐！ 我大惊：你个小丫头片子，搞什么鬼？ 女儿淡定地说：今天不是我俩过节吗？父女节呀！,1
10109,华盛顿：救命！我们被书呆子和傻瓜淹没了！,0
10110,有一天，萧伯纳收到一个有钱的女人寄来的大红请帖：我将在星期二下午4时至6时在舍下恭候。 萧伯纳退回原帖，并在上面写道：萧伯纳先生在同日同时在家恭侯。,1
10111,你常常被那些认为自己知道如何驾驶的愚蠢的美国司机所打动。,0
10112,社会学：估计可能伴随世界末日的社会学问题。构建一个实验来测试你的理论。,0
10113,"20岁生日时曾暗许愿——希望这辈子有好多女人在自己身边。 现在早上起床看看床上的老婆、女儿还有另一房间岳母,那愿望还真是实现了!",1
